essId	avgDpt	dptSD	nbDptD	nbDptSD
13063	.206	.121	.088	.0
13064	.317	.315	.133	.063
13065	.173	.237	.127	.158
13066	.221	.192	.133	.0
13067	.177	.12	.059	.108
13068	.171	.117	.044	.073
13069	.167	.177	.085	.106
13070	.177	.157	.058	.118
13071	.221	.192	.117	.081
13072	.258	.247	.1	.159
13073	.193	.177	.081	.178
13074	.219	.258	.138	.207
13075	.21	.16	.051	.1
13076	.334	.388	.16	.304
13077	.177	.0	.177	.0
13078	.165	.226	.1	.182
13079	.286	.312	.112	.266
13080	.212	.236	.101	.149
13081	.221	.187	.077	.171
13082	.133	.128	.088	.0
13083	.219	.281	.125	.243
13084	.304	.209	.148	.03
13085	.199	.242	.071	.217
13086	.15	.121	.057	.104
13087	.214	.172	.044	.09
13088	.288	.163	.111	.052
13089	.21	.219	.098	.251
13090	.29	.256	.088	.165
13091	.186	.186	.074	.137
13092	.14	.08	.033	.032
13093	.233	.268	.077	.221
13094	.217	.187	.044	.1
13095	.221	.128	.08	.111
13096	.302	.496	.31	.317
13097	.288	.128	.088	.0
13098	.118	.08	.044	.063
13099	.199	.294	.136	.236
13100	.271	.276	.081	.196
13101	.17	.138	.044	.119
13102	.249	.194	.052	.209
13103	.31	.366	.171	.212
13104	.184	.217	.075	.213
13105	.236	.141	.088	.113
13106	.283	.204	.077	.182
13107	.225	.171	.088	.113
13108	.225	.238	.102	.232
13109	.221	.228	.1	.222
13110	.216	.168	.066	.131
13111	.215	.218	.113	.151
13112	.269	.383	.17	.316
13113	.25	.246	.122	.219
13114	.243	.218	.1	.145
13115	.216	.229	.091	.209
13116	.155	.175	.081	.158
13117	.288	.064	.044	.0
13118	.254	.323	.08	.271
13119	.195	.142	.044	.078
13120	.354	.0	.354	.0
13121	.185	.143	.054	.147
13122	.195	.204	.044	.078
13123	.199	.221	.085	.157
13124	.243	.251	.092	.173
13125	.269	.165	.081	.154
13126	.166	.23	.097	.168
13127	.442	.0	.442	.0
13128	.27	.365	.194	.407
13129	.224	.17	.098	.131
13130	.265	.188	.1	.159
13131	.204	.196	.127	.158
13132	.238	.234	.073	.158
13133	.224	.281	.1	.253
13134	.249	.257	.118	.13
13135	.376	.0	.376	.0
13136	.24	.154	.075	.163
13137	.258	.247	.097	.229
13138	.27	.319	.148	.334
13139	.249	.211	.079	.2
13140	.173	.171	.071	.129
13141	.254	.141	.061	.133
13142	.177	.192	.133	.0
13143	.221	.267	.066	.137
13144	.263	.314	.108	.243
13145	.219	.289	.108	.254
13146	.246	.141	.057	.082
13147	.215	.235	.102	.205
13148	.236	.317	.173	.304
13149	.229	.346	.157	.296
13150	.199	.206	.111	.165
13151	.192	.176	.05	.148
13152	.133	.101	.044	.09
13153	.221	.221	.097	.154
13154	.398	.0	.398	.0
13155	.288	.211	.074	.149
13156	.21	.228	.111	.244
13157	.155	.0	.155	.0
13158	.239	.313	.093	.171
13159	.206	.217	.155	.063
13160	.316	.356	.096	.318
13161	.21	.103	.062	.074
13162	.155	.0	.155	.0
13163	.219	.101	.042	.063
13164	.251	.159	.066	.063
13165	.15	.075	.033	.071
13166	.211	.138	.066	.127
13167	.431	.224	.155	.0
13168	.206	.268	.188	.095
13169	.312	.475	.179	.501
13170	.261	.269	.108	.277
13171	.133	.064	.027	.074
13172	.261	.275	.139	.26
13173	.271	.171	.059	.079
13174	.221	.256	.177	.0
13175	.227	.165	.051	.081
13176	.203	.243	.137	.101
13177	.216	.171	.085	.184
13178	.229	.247	.1	.188
13179	.202	.188	.095	.088
13180	.254	.151	.062	.116
13181	.315	.131	.074	.079
13182	.208	.238	.122	.222
13183	.205	.146	.073	.125
13184	.221	.153	.048	.093
13185	.177	.09	.033	.095
13186	.262	.282	.084	.152
13187	.208	.122	.052	.108
13188	.258	.08	.044	.063
13189	.236	.28	.124	.243
13190	.18	.19	.088	.144
13191	.19	.096	.047	.092
13192	.204	.075	.028	.069
13193	.208	.27	.116	.292
13194	.277	.275	.066	.247
13195	.274	.335	.177	.326
13196	.279	.312	.118	.214
13197	.28	.368	.119	.173
13198	.163	.186	.06	.121
13199	.254	.163	.073	.116
13200	.259	.234	.136	.129
13201	.265	.32	.221	.0
13202	.155	.104	.044	.0
13203	.258	.275	.075	.127
13204	.199	.122	.044	.08
13205	.21	.184	.096	.12
13206	.192	.201	.07	.177
13207	.196	.268	.107	.227
13208	.253	.386	.14	.36
13209	.214	.183	.077	.032
13210	.218	.373	.17	.466
13211	.207	.145	.038	.09
13212	.236	.155	.04	.074
13213	.215	.346	.164	.256
13214	.225	.21	.111	.188
13215	.271	.299	.152	.171
13216	.31	.394	.232	.285
13217	.294	.432	.096	.166
13218	.195	.208	.088	.104
13219	.321	.336	.177	.192
13220	.177	.153	.074	.14
13221	.226	.259	.124	.243
13222	.347	.605	.232	.539
13223	.249	.146	.074	.108
13224	.183	.165	.074	.079
13225	.208	.234	.138	.247
13226	.208	.258	.113	.202
13227	.25	.218	.088	.151
13228	.365	.671	.465	.0
13229	.225	.415	.186	.414
13230	.274	.248	.111	.229
13231	.236	.088	.04	.074
13232	.252	.149	.066	.045
13233	.265	.138	.066	.127
13234	.224	.344	.16	.337
13235	.238	.395	.118	.255
13236	.23	.207	.095	.168
13237	.26	.409	.111	.371
13238	.288	.0	.288	.0
13239	.354	.32	.221	.0
13240	.262	.254	.146	.168
13241	.204	.159	.05	.122
13242	.202	.201	.094	.122
13243	.186	.141	.059	.099
13244	.131	.092	.035	.072
13245	.288	.0	.288	.0
13246	.296	.291	.111	.254
13247	.15	.159	.105	.122
13248	.29	.378	.201	.299
13249	.398	.0	.398	.0
13250	.231	.237	.064	.132
13251	.209	.229	.111	.132
13252	.252	.17	.066	.1
13253	.232	.208	.08	.103
13254	.365	.587	.288	.269
13255	.197	.175	.074	.12
13256	.236	.03	.022	.0
13257	.221	.217	.118	.079
13258	.206	.241	.088	.254
13259	.306	.668	.403	.493
13260	.181	.2	.071	.167
13261	.171	.209	.096	.196
13262	.28	.121	.044	.127
13263	.316	.301	.081	.14
13264	.157	.169	.062	.144
13265	.133	.114	.05	.094
13266	.226	.075	.05	.053
13267	.224	.2	.085	.173
13268	.272	.325	.131	.335
13269	.175	.22	.077	.138
13270	.232	.132	.044	.09
13271	.226	.208	.088	.131
13272	.144	.144	.064	.128
13273	.218	.262	.115	.27
13274	.164	.174	.083	.137
13275	.252	.313	.104	.248
13276	.23	.233	.126	.224
13277	.188	.139	.059	.06
13278	.204	.159	.072	.137
13279	.204	.188	.075	.105
13280	.205	.175	.064	.194
13281	.207	.15	.06	.065
13282	.256	.294	.114	.275
13283	.19	.184	.07	.112
13284	.167	.184	.081	.199
13285	.197	.137	.048	.085
13286	.265	.235	.111	.117
13287	.199	.188	.133	.063
13288	.199	.209	.084	.225
13289	.146	.132	.094	.053
13290	.202	.151	.077	.108
13291	.345	.387	.232	.203
13292	.221	.254	.102	.142
13293	.192	.217	.111	.19
13294	.232	.235	.107	.221
13295	.199	.176	.061	.155
13296	.17	.03	.011	.032
13297	.194	.199	.076	.122
13298	.204	.247	.1	.105
13299	.23	.119	.033	.032
13300	.177	.225	.088	.273
13301	.218	.226	.066	.145
13302	.193	.148	.063	.077
13303	.487	.0	.487	.0
13304	.196	.211	.095	.143
13305	.218	.28	.053	.065
13306	.31	.157	.075	.118
13307	.199	.17	.073	.17
13308	.199	.104	.044	.0
13309	.177	.181	.085	.153
13310	.177	.09	.033	.095
13311	.138	.127	.047	.12
13312	.147	.119	.044	.117
13313	.228	.225	.103	.145
13314	.221	.329	.092	.29
13315	.283	.44	.277	.315
13316	.166	.146	.07	.124
13317	.044	.0	.044	.0
13318	.273	.22	.058	.065
13319	.199	.193	.077	.199
13320	.354	.0	.354	.0
13321	.21	.26	.097	.249
13322	.277	.208	.106	.232
13323	.216	.162	.053	.118
13324	.155	.111	.062	.025
13325	.224	.476	.171	.467
13326	.354	.0	.354	.0
13327	.194	.175	.088	.178
13328	.203	.171	.066	.196
13329	.24	.303	.137	.288
13330	.26	.257	.121	.245
13331	.169	.166	.07	.161
13332	.42	.0	.42	.0
13333	.184	.165	.091	.116
13334	.184	.198	.065	.17
13335	.204	.23	.094	.212
13336	.243	.136	.066	.155
13337	.324	.109	.055	.095
13338	.265	.239	.1	.095
13339	.274	.199	.044	.096
13340	.159	.145	.071	.147
13341	.195	.113	.049	.101
13342	.187	.14	.071	.116
13343	.247	.354	.195	.318
13344	.177	.157	.061	.144
13345	.235	.201	.077	.099
13346	.292	.52	.149	.449
13347	.179	.189	.084	.155
13348	.215	.273	.122	.299
13349	.288	.418	.177	.0
13350	.208	.251	.133	.211
13351	.192	.088	.04	.047
13352	.164	.132	.05	.137
13353	.188	.172	.066	.09
13354	.159	.202	.091	.121
13355	.185	.265	.097	.265
13356	.218	.17	.07	.129
13357	.218	.164	.07	.161
13358	.31	.064	.044	.0
13359	.354	.31	.125	.333
13360	.26	.209	.103	.149
13361	.231	.132	.053	.131
13362	.195	.094	.039	.094
13363	.354	.12	.074	.108
13364	.212	.148	.077	.15
13365	.227	.114	.052	.108
13366	.288	.0	.288	.0
13367	.442	.0	.442	.0
13368	.21	.28	.155	.234
13369	.243	.14	.066	.119
13370	.17	.159	.111	.063
13371	.209	.281	.113	.201
13372	.231	.17	.048	.148
13373	.212	.309	.162	.231
13374	.224	.133	.053	.089
13375	.155	.163	.111	.052
13376	.252	.305	.152	.322
13377	.23	.17	.094	.113
13378	.268	.234	.139	.172
13379	.265	.32	.221	.0
13380	.221	.064	.044	.0
13381	.288	.397	.214	.166
13382	.226	.117	.044	.1
13383	.243	.384	.265	.0
13384	.221	.128	.088	.0
13385	.321	.268	.146	.229
13386	.174	.144	.049	.127
13387	.314	.314	.183	.181
13388	.15	.161	.071	.155
13389	.197	.197	.08	.145
13390	.205	.173	.077	.095
13391	.265	.313	.088	.132
13392	.188	.16	.111	.0
13393	.196	.2	.092	.134
13394	.199	.269	.141	.184
13395	.186	.149	.094	.069
13396	.149	.146	.076	.139
13397	.184	.209	.091	.168
13398	.258	.102	.044	.106
13399	.248	.249	.138	.25
13400	.183	.122	.037	.087
13401	.234	.207	.092	.153
13402	.166	.106	.032	.082
13403	.181	.223	.108	.199
13404	.282	.253	.133	.09
13405	.277	.214	.098	.135
13406	.288	.128	.088	.0
13407	.21	.258	.117	.219
13408	.221	.174	.088	.132
13409	.339	.241	.094	.161
13410	.217	.178	.071	.13
13411	.301	.172	.082	.139
13412	.199	.114	.044	.119
13413	.288	.0	.288	.0
13414	.162	.131	.088	.063
13415	.28	.273	.137	.186
13416	.31	.324	.162	.185
13417	.243	.202	.077	.203
13418	.189	.153	.049	.109
13419	.229	.202	.072	.148
13420	.229	.27	.133	.139
13421	.224	.158	.061	.13
13422	.262	.413	.243	.341
13423	.209	.163	.037	.079
13424	.167	.075	.041	.057
13425	.259	.223	.096	.189
13426	.252	.245	.111	.287
13427	.181	.15	.075	.148
13428	.167	.175	.062	.206
13429	.212	.177	.059	.125
13430	.177	.176	.065	.162
13431	.299	.54	.391	.182
13432	.262	.341	.142	.186
13433	.208	.119	.028	.069
13434	.211	.113	.053	.089
13435	.208	.192	.105	.181
13436	.177	.163	.081	.13
13437	.236	.233	.088	.19
13438	.252	.241	.111	.195
13439	.21	.21	.103	.216
13440	.235	.231	.111	.045
13441	.332	.0	.332	.0
13442	.177	.251	.096	.284
13443	.044	.0	.044	.0
13444	.19	.231	.1	.256
13445	.218	.289	.062	.157
13446	.31	.0	.31	.0
13447	.225	.233	.117	.269
13448	.133	.0	.0	.0
13449	.207	.228	.104	.168
13450	.19	.096	.041	.077
13451	.296	.309	.138	.187
13452	.354	.0	.354	.0
13453	.29	.307	.126	.227
13454	.201	.235	.108	.238
13455	.247	.301	.088	.164
13456	.218	.235	.123	.233
13457	.169	.146	.057	.155
13458	.181	.144	.077	.111
13459	.218	.218	.114	.257
13460	.088	.0	.088	.0
13461	.3	.298	.114	.169
13462	.265	.257	.108	.234
13463	.243	.147	.058	.133
13464	.199	.152	.068	.161
13465	.283	.272	.088	.123
13466	.323	.404	.177	.273
13467	.256	.338	.136	.225
13468	.442	.0	.442	.0
13469	.254	.366	.206	.261
13470	.199	.181	.083	.145
13471	.238	.298	.088	.214
13472	.235	.238	.127	.192
13473	.354	.0	.354	.0
13474	.221	.188	.133	.063
13475	.212	.144	.055	.055
13476	.21	.184	.062	.074
13477	.239	.241	.138	.207
13478	.376	.0	.376	.0
13479	.336	.331	.119	.186
13480	.208	.197	.074	.122
13481	.166	.172	.068	.184
13482	.225	.154	.075	.076
13483	.206	.121	.044	.127
13484	.209	.232	.104	.255
13485	.18	.116	.051	.116
13486	.16	.07	.029	.079
13487	.205	.095	.032	.082
13488	.214	.126	.066	.069
13489	.237	.215	.077	.163
13490	.296	.389	.183	.342
13491	.398	.0	.398	.0
13492	.299	.16	.111	.0
13493	.219	.126	.055	.095
13494	.155	.157	.039	.053
13495	.133	.131	.047	.074
13496	.686	.0	.686	.0
13497	.229	.263	.133	.127
13498	.197	.14	.061	.069
13499	.224	.206	.077	.193
13500	.217	.272	.138	.251
13501	.235	.144	.05	.082
13502	.217	.198	.081	.127
13503	.188	.178	.079	.188
13504	.265	.111	.051	.081
13505	.206	.109	.058	.086
13506	.265	.0	.265	.0
13507	.214	.183	.077	.032
13508	.164	.181	.093	.103
13509	.194	.053	.022	.052
13510	.221	.313	.199	.19
13511	.189	.214	.097	.227
13512	.354	.271	.1	.285
13513	.42	.0	.42	.0
13514	.21	.212	.111	.169
13515	.282	.333	.164	.169
13516	.232	.267	.145	.176
13517	.42	.128	.088	.0
13518	.21	.12	.051	.139
13519	.21	.255	.133	.175
13520	.183	.221	.111	.192
13521	.221	.111	.044	.068
13522	.182	.197	.088	.185
13523	.28	.23	.071	.135
13524	.259	.107	.037	.079
13525	.186	.146	.064	.154
13526	.454	.671	.465	.0
13527	.044	.0	.044	.0
13528	.253	.286	.127	.221
13529	.268	.207	.076	.161
13530	.329	.245	.111	.194
13531	.203	.186	.077	.203
13532	.277	.273	.111	.267
13533	.231	.263	.138	.192
13534	.164	.251	.116	.243
13535	.19	.132	.061	.113
13536	.203	.2	.093	.147
13537	.28	.194	.075	.163
13538	.218	.158	.082	.175
13539	.205	.438	.123	.316
13540	.206	.17	.066	.138
13541	.206	.239	.088	.224
13542	.203	.204	.08	.131
13543	.204	.127	.058	.077
13544	.385	.605	.21	.508
13545	.164	.132	.066	.09
13546	.187	.188	.083	.179
13547	.307	.287	.13	.218
13548	.243	.167	.072	.144
13549	.188	.149	.061	.107
13550	.304	.385	.251	.182
13551	.221	.256	.177	.0
13552	.211	.309	.152	.3
13553	.268	.248	.116	.193
13554	.23	.188	.088	.201
13555	.256	.273	.155	.097
13556	.216	.131	.059	.13
13557	.252	.335	.148	.308
13558	.216	.149	.054	.112
13559	.372	.456	.232	.452
13560	.205	.228	.055	.175
13561	.23	.412	.21	.48
13562	.24	.225	.111	.19
13563	.313	.197	.093	.141
13564	.146	.119	.072	.053
13565	.206	.178	.074	.209
13566	.258	.211	.055	.123
13567	.138	.114	.081	.03
13568	.155	.114	.05	.113
13569	.296	.315	.155	.242
13570	.275	.258	.114	.227
13571	.347	.18	.088	.106
13572	.273	.263	.119	.207
13573	.206	.109	.022	.069
13574	.221	.341	.122	.299
13575	.243	.128	.088	.0
13576	.118	.048	.009	.031
13577	.21	.146	.052	.06
13578	.175	.115	.05	.042
13579	.243	.163	.059	.149
13580	.216	.244	.111	.241
13581	.177	.176	.072	.161
13582	.174	.2	.111	.164
13583	.218	.148	.07	.129
13584	.279	.273	.126	.253
13585	.257	.246	.086	.229
13586	.25	.164	.057	.095
13587	.295	.26	.115	.198
13588	.164	.123	.055	.095
13589	.243	.163	.066	.104
13590	.274	.304	.138	.239
13591	.218	.27	.15	.306
13592	.21	.12	.06	.116
13593	.133	.064	.015	.06
13594	.205	.082	.037	.079
13595	.361	.425	.31	.063
13596	.21	.071	.037	.06
13597	.272	.257	.088	.164
13598	.265	.229	.098	.18
13599	.199	.175	.076	.135
13600	.214	.146	.049	.093
13601	.247	.337	.195	.354
13602	.211	.186	.069	.197
13603	.232	.224	.155	.0
13604	.254	.464	.148	.419
13605	.207	.207	.092	.292
13606	.304	.415	.28	.182
13607	.307	.322	.155	.136
13608	.155	.128	.07	.057
13609	.238	.123	.063	.086
13610	.218	.368	.173	.181
13611	.199	.189	.092	.104
13612	.199	.239	.094	.176
13613	.221	.39	.227	.374
13614	.166	.16	.057	.153
13615	.212	.165	.05	.082
13616	.21	.239	.106	.245
13617	.24	.287	.103	.273
13618	.326	.615	.383	.519
13619	.231	.317	.107	.26
13620	.217	.221	.098	.175
13621	.27	.247	.16	.17
13622	.221	.225	.116	.207
13623	.265	.256	.177	.0
13624	.199	.172	.073	.116
13625	.243	.221	.114	.188
13626	.243	.213	.083	.179
13627	.196	.165	.092	.118
13628	.332	.0	.332	.0
13629	.236	.281	.133	.269
13630	.21	.132	.075	.065
13631	.214	.241	.124	.294
14834	.24	.179	.084	.123
14835	.241	.149	.075	.105
14836	.274	.31	.114	.266
14837	.212	.44	.188	.271
14838	.204	.098	.032	.053
14839	.19	.138	.071	.078
14840	.269	.145	.053	.158
14841	.235	.238	.105	.302
14842	.192	.221	.1	.084
14843	.164	.185	.08	.163
14844	.202	.198	.093	.146
14845	.224	.26	.087	.181
14846	.31	.277	.098	.147
14847	.199	.287	.092	.282
14848	.326	.209	.111	.09
14849	.205	.131	.059	.145
14850	.247	.281	.107	.255
14851	.213	.175	.095	.162
14852	.347	.109	.077	.032
14853	.282	.123	.044	.052
14854	.179	.158	.08	.145
14855	.272	.206	.102	.182
14856	.227	.199	.068	.099
14857	.221	.29	.101	.231
14858	.21	.221	.097	.163
14859	.217	.21	.093	.13
14860	.21	.188	.069	.208
14861	.201	.16	.064	.118
14862	.282	.298	.149	.178
14863	.257	.188	.094	.094
14864	.292	.417	.188	.415
14865	.236	.298	.122	.336
14866	.205	.123	.037	.03
14867	.25	.346	.181	.215
14868	.277	.224	.13	.177
14869	.243	.237	.123	.217
14870	.231	.174	.081	.135
14871	.192	.218	.084	.093
14872	.228	.268	.122	.21
14873	.229	.194	.084	.129
14874	.597	.256	.177	.0
14875	.248	.295	.1	.285
14876	.211	.243	.066	.222
14877	.226	.159	.083	.181
14878	.234	.231	.103	.178
14879	.168	.228	.099	.159
14880	.243	.231	.075	.137
14881	.226	.153	.088	.13
14882	.261	.159	.064	.16
14883	.239	.231	.097	.178
14884	.23	.252	.104	.229
14885	.189	.207	.107	.137
14886	.278	.303	.17	.263
14887	.269	.228	.103	.209
14888	.553	.548	.206	.345
14889	.295	.191	.062	.172
14890	.365	.435	.19	.426
14891	.213	.241	.117	.143
14892	.199	.194	.08	.125
14893	.282	.114	.029	.079
14894	.293	.174	.085	.124
14895	.254	.194	.085	.171
14896	.307	.235	.107	.26
14897	.265	.197	.082	.158
14898	.277	.374	.149	.419
14899	.235	.267	.116	.351
14900	.157	.129	.064	.116
14901	.155	.157	.1	.095
14902	.253	.21	.08	.163
14903	.187	.145	.055	.107
14904	.201	.331	.106	.261
14905	.21	.233	.074	.079
14906	.247	.207	.097	.163
14907	.194	.216	.095	.234
14908	.147	.126	.033	.107
14909	.236	.327	.142	.274
14910	.155	.178	.096	.149
14911	.194	.165	.066	.187
14912	.299	.032	.022	.0
14913	.227	.174	.079	.179
14914	.215	.169	.074	.155
14915	.205	.156	.051	.1
14916	.273	.141	.084	.123
14917	.354	.43	.127	.419
14918	.241	.22	.084	.149
14919	.206	.23	.097	.218
14920	.282	.269	.114	.238
14921	.184	.249	.055	.133
14922	.256	.236	.116	.181
14923	.179	.158	.066	.127
14924	.291	.372	.096	.341
14925	.206	.337	.171	.239
14926	.334	.322	.138	.235
14927	.216	.165	.066	.187
14928	.229	.217	.075	.209
14929	.184	.121	.058	.051
14930	.236	.168	.061	.13
14931	.214	.164	.058	.103
14932	.215	.197	.086	.125
14933	.402	.287	.097	.214
14934	.261	.202	.088	.201
14935	.258	.172	.102	.086
14936	.194	.186	.085	.226
14937	.243	.145	.063	.139
14938	.216	.197	.064	.128
14939	.265	.0	.0	.0
14940	.252	.115	.06	.094
14941	.221	.098	.046	.092
14942	.215	.164	.057	.131
14943	.254	.197	.052	.112
14944	.27	.282	.124	.274
14945	.229	.258	.111	.254
14946	.25	.268	.111	.204
14947	.171	.18	.062	.135
14948	.201	.267	.093	.246
14949	.221	.239	.1	.095
14950	.232	.218	.086	.183
14951	.278	.379	.221	.361
14952	.321	.096	.066	.0
14953	.265	.309	.118	.278
14954	.195	.171	.111	.106
14955	.332	.381	.199	.373
14956	.243	.194	.083	.174
14957	.288	.0	.288	.0
14958	.188	.258	.118	.266
14959	.285	.144	.073	.139
14960	.209	.177	.075	.156
14961	.291	.217	.129	.181
14962	.246	.177	.076	.156
14963	.236	.217	.111	.165
14964	.307	.301	.151	.316
14965	.208	.111	.028	.104
14966	.235	.256	.139	.185
14967	.241	.222	.091	.178
14968	.372	.23	.149	.137
14969	.214	.223	.053	.148
14970	.179	.188	.064	.187
14971	.228	.223	.093	.211
14972	.268	.288	.139	.251
14973	.174	.117	.041	.071
14974	.188	.241	.06	.143
14975	.31	.225	.105	.181
14976	.236	.263	.13	.189
14977	.258	.194	.08	.203
14978	.22	.232	.103	.14
14979	.205	.114	.074	.079
14980	.167	.238	.122	.215
14981	.218	.151	.073	.13
14982	.199	.251	.151	.181
14983	.232	.172	.125	.06
14984	.24	.284	.133	.244
14985	.335	.295	.13	.202
14986	.307	.272	.14	.347
14987	.235	.256	.111	.203
14988	.203	.156	.076	.122
14989	.197	.23	.094	.179
14990	.237	.189	.097	.145
14991	.263	.354	.136	.321
14992	.293	.291	.162	.245
14993	.133	.256	.177	.0
14994	.208	.242	.068	.24
14995	.263	.304	.131	.233
14996	.229	.195	.08	.142
14997	.324	.378	.155	.38
14998	.204	.159	.054	.127
14999	.194	.147	.094	.088
15000	.274	.384	.173	.488
15001	.219	.146	.05	.076
15002	.262	.249	.133	.212
15003	.248	.048	.011	.032
15004	.261	.172	.058	.118
15005	.237	.198	.092	.124
15006	.246	.276	.126	.15
15007	.237	.293	.088	.282
15008	.293	.427	.174	.471
15009	.242	.295	.084	.14
15010	.31	.0	.31	.0
15011	.247	.192	.073	.209
15012	.216	.334	.13	.234
15013	.243	.138	.066	.127
15014	.186	.187	.055	.186
15015	.209	.216	.044	.121
15016	.487	.0	.487	.0
15017	.088	.0	.088	.0
15018	.23	.227	.133	.195
15019	.23	.243	.113	.157
15020	.19	.275	.14	.292
15021	.238	.225	.085	.196
15022	.306	.262	.142	.103
15023	.23	.165	.061	.053
15024	.237	.243	.088	.137
15025	.181	.145	.066	.165
15026	.199	.159	.071	.119
15027	.277	.187	.106	.123
15028	.212	.209	.111	.149
15029	.265	.287	.143	.301
15030	.241	.238	.118	.274
15031	.351	.312	.142	.203
15032	.21	.27	.123	.266
15033	.231	.181	.077	.105
15034	.228	.126	.046	.091
15035	.263	.27	.111	.256
15036	.19	.205	.107	.144
15037	.23	.241	.133	.119
15038	.207	.192	.085	.141
15039	.387	.205	.111	.137
15040	.288	.432	.077	.196
15041	.203	.193	.084	.101
15042	.248	.221	.1	.188
15043	.228	.135	.059	.095
15044	.29	.211	.076	.172
15045	.202	.093	.048	.068
